발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster
1653803401751,"24 km WNW of Sarpol-e Z?ah?b, Iran",reviewed,0,312,earthquake,4.5, Iran,45.6115,34.5478,10.0,2022-05-29 05:50:01.751000+00:00,0
1653803563419,Iran-Iraq border region,reviewed,0,259,earthquake,4.1,Iran-Iraq border region,45.419,34.4945,10.0,2022-05-29 05:52:43.419000+00:00,0
1653804381000,"76 km SW of Yonakuni, Japan",reviewed,0,284,earthquake,4.3, Japan,122.5416,23.9144,24.65,2022-05-29 06:06:21+00:00,0
1653807323553,"35 km E of ?arai, Japan",reviewed,0,442,earthquake,5.1, Japan,140.9733,36.2785,43.32,2022-05-29 06:55:23.553000+00:00,2
1653807632416,"74 km ENE of Namie, Japan",reviewed,0,298,earthquake,4.4, Japan,141.817,37.6575,58.56,2022-05-29 07:00:32.416000+00:00,2
1653810300009,southeast of the Loyalty Islands,reviewed,0,432,earthquake,5.3,southeast of the Loyalty Islands,173.3375,-22.2419,10.0,2022-05-29 07:45:00.009000+00:00,0
1653810364794,"31 km NE of Kinablangan, Philippines",reviewed,0,246,earthquake,4.0, Philippines,126.7734,7.8744,62.94,2022-05-29 07:46:04.794000+00:00,2
1653812609330,"89 km SSW of La Gloria, Mexico",reviewed,0,259,earthquake,4.1, Mexico,-94.4348,15.402,35.29,2022-05-29 08:23:29.330000+00:00,2
1653813058515,southeast of the Loyalty Islands,reviewed,0,298,earthquake,4.4,southeast of the Loyalty Islands,173.454,-22.2948,10.0,2022-05-29 08:30:58.515000+00:00,0
1653814742410,"15 km NNW of Finschhafen, Papua New Guinea",reviewed,0,340,earthquake,4.7, Papua New Guinea,147.7792,-6.4311,61.93,2022-05-29 08:59:02.410000+00:00,2
1653818971153,"55 km N of Tuban, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,112.1001,-6.4006,10.0,2022-05-29 10:09:31.153000+00:00,0
1653820191261,"70 km WSW of Kekaha, Hawaii",reviewed,0,246,earthquake,4.0, Hawaii,-160.328,21.6843,16.2,2022-05-29 10:29:51.261000+00:00,1
1653821489095,"91 km SW of San Juan del Sur, Nicaragua",reviewed,0,312,earthquake,4.5, Nicaragua,-86.4872,10.6879,10.0,2022-05-29 10:51:29.095000+00:00,0
1653821576176,"Nicobar Islands, India region",reviewed,0,284,earthquake,4.3, India region,91.7514,7.7406,10.0,2022-05-29 10:52:56.176000+00:00,0
1653823575320,"53 km SE of Hengchun, Taiwan",reviewed,0,284,earthquake,4.3, Taiwan,121.102,21.657,10.0,2022-05-29 11:26:15.320000+00:00,0
1653825801412,"48 km SE of Hengchun, Taiwan",reviewed,0,271,earthquake,4.2, Taiwan,121.0619,21.6789,10.0,2022-05-29 12:03:21.412000+00:00,0
1653825809665,"56 km WSW of Puerto Madero, Mexico",reviewed,0,369,earthquake,4.9, Mexico,-92.8792,14.4778,46.9,2022-05-29 12:03:29.665000+00:00,2
1653831286189,northern Mid-Atlantic Ridge,reviewed,0,312,earthquake,4.5,northern Mid-Atlantic Ridge,-29.0797,50.275,10.0,2022-05-29 13:34:46.189000+00:00,0
1653838016190,"40km ENE of Maneadero, B.C., MX",reviewed,0,228,earthquake,3.83, B.C.,-116.1776667,31.8693333,12.04,2022-05-29 15:26:56.190000+00:00,1
1653838922166,Kuril Islands,reviewed,0,259,earthquake,4.1,Kuril Islands,153.333,46.2185,10.0,2022-05-29 15:42:02.166000+00:00,0
1653841496858,"247 km W of Port Orford, Oregon",reviewed,0,188,earthquake,3.5, Oregon,-127.507,43.0089,10.0,2022-05-29 16:24:56.858000+00:00,1
1653843289634,"220 km SE of Attu Station, Alaska",reviewed,0,199,earthquake,3.6, Alaska,175.5282,51.4869,35.0,2022-05-29 16:54:49.634000+00:00,1
1653843316965,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-26.0523,-59.6999,21.01,2022-05-29 16:55:16.965000+00:00,0
1653844114847,south of the Kermadec Islands,reviewed,0,312,earthquake,4.5,south of the Kermadec Islands,-179.2747,-33.3389,43.92,2022-05-29 17:08:34.847000+00:00,2
1653855325294,"29 km NE of Imzouren, Morocco",reviewed,0,298,earthquake,4.4, Morocco,-3.5996,35.3156,10.0,2022-05-29 20:15:25.294000+00:00,0
1653858174557,"73 km SSW of Atka, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-174.7516,51.6283,35.0,2022-05-29 21:02:54.557000+00:00,1
1653858804762,"219 km SE of Sarangani, Philippines",reviewed,0,369,earthquake,4.9, Philippines,126.7607,3.9028,43.69,2022-05-29 21:13:24.762000+00:00,2
1653861328070,"118 km NNE of Punta Cana, Dominican Republic",reviewed,0,170,earthquake,3.32, Dominican Republic,-67.7823333333333,19.4751666666667,6.53,2022-05-29 21:55:28.070000+00:00,1
1653862212434,"15 km S of Atiquipa, Peru",reviewed,0,271,earthquake,4.2, Peru,-74.3423,-15.9327,35.0,2022-05-29 22:10:12.434000+00:00,2
1653867320621,"89 km S of Unalaska, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-166.7757,53.0869,35.0,2022-05-29 23:35:20.621000+00:00,1
1653872378228,"21 km SSW of Tocopilla, Chile",reviewed,0,259,earthquake,4.1, Chile,-70.2477,-22.2832,54.04,2022-05-30 00:59:38.228000+00:00,2
1653873818646,"25 km WNW of Sarpol-e Z?ah?b, Iran",reviewed,0,271,earthquake,4.2, Iran,45.6113,34.5549,10.0,2022-05-30 01:23:38.646000+00:00,0
1653874091519,"91 km NE of Hihifo, Tonga",reviewed,0,369,earthquake,4.9, Tonga,-173.1741,-15.3858,10.0,2022-05-30 01:28:11.519000+00:00,0
1653875045914,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-37.103,34.5631,10.0,2022-05-30 01:44:05.914000+00:00,0
1653878845879,"247 km W of Adak, Alaska",reviewed,0,178,earthquake,3.4, Alaska,179.8105,51.606,10.0,2022-05-30 02:47:25.879000+00:00,1
1653892820729,South Sandwich Islands region,reviewed,0,326,earthquake,4.6,South Sandwich Islands region,-25.8732,-57.6282,53.29,2022-05-30 06:40:20.729000+00:00,2
1653892863330,"24 km N of Isabela, Puerto Rico",reviewed,0,207,earthquake,3.66, Puerto Rico,-66.9821,18.7215,62.0,2022-05-30 06:41:03.330000+00:00,2
1653894258746,"18 km WSW of Mala, Peru",reviewed,0,315,earthquake,4.5, Peru,-76.7879,-12.7301,53.89,2022-05-30 07:04:18.746000+00:00,2
1653895019296,south of Tonga,reviewed,0,284,earthquake,4.3,south of Tonga,-175.3208,-25.2813,10.0,2022-05-30 07:16:59.296000+00:00,0
1653900400278,"295 km ESE of Tadine, New Caledonia",reviewed,0,312,earthquake,4.5, New Caledonia,170.4112,-22.7939,10.0,2022-05-30 08:46:40.278000+00:00,0
1653904256330,"65km W of Petrolia, CA",reviewed,0,204,earthquake,3.64,California,-125.0521667,40.3883333,5.73,2022-05-30 09:50:56.330000+00:00,1
1653907588887,"266 km E of Abraham’s Bay, Bahamas",reviewed,0,246,earthquake,4.0, Bahamas,-70.3805,22.2434,10.0,2022-05-30 10:46:28.887000+00:00,1
1653915760780,"240 km SSW of Srandakan, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,109.4939,-9.9827,10.0,2022-05-30 13:02:40.780000+00:00,0
1653916953137,South Sandwich Islands region,reviewed,0,354,earthquake,4.8,South Sandwich Islands region,-25.0578,-56.3983,10.0,2022-05-30 13:22:33.137000+00:00,0
1653917104858,"288 km SSW of Srandakan, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,109.2094,-10.3311,10.0,2022-05-30 13:25:04.858000+00:00,0
1653921081264,"60 km W of Clear, Alaska, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-150.4183,64.2063,16.1,2022-05-30 14:31:21.264000+00:00,1
1653921142894,"70 km SSE of Adak, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-176.0829,51.3385,35.367,2022-05-30 14:32:22.894000+00:00,1
1653921416042,"2 km ESE of Prees, United Kingdom",reviewed,0,208,earthquake,3.6, United Kingdom,-2.6269,52.8824,10.0,2022-05-30 14:36:56.042000+00:00,1
1653927774645,"295 km NNE of Fais, Micronesia",reviewed,0,298,earthquake,4.4, Micronesia,141.2698,12.3337,10.0,2022-05-30 16:22:54.645000+00:00,0
1653931278140,"71 km NE of Punta Cana, Dominican Republic",reviewed,0,171,earthquake,3.33, Dominican Republic,-67.9521666666667,19.0605,4.28,2022-05-30 17:21:18.140000+00:00,1
1653933461614,south of Tonga,reviewed,0,340,earthquake,4.7,south of Tonga,-175.187,-25.3481,10.0,2022-05-30 17:57:41.614000+00:00,0
1653936262086,"162 km ESE of ‘Ohonua, Tonga",reviewed,0,369,earthquake,4.9, Tonga,-173.4331,-21.7005,10.0,2022-05-30 18:44:22.086000+00:00,0
1653936740702,"south of Sumbawa, Indonesia",reviewed,0,246,earthquake,4.0, Indonesia,117.3697,-11.4697,10.0,2022-05-30 18:52:20.702000+00:00,1
1653939412326,south of Tonga,reviewed,0,340,earthquake,4.7,south of Tonga,-175.2208,-25.2361,10.0,2022-05-30 19:36:52.326000+00:00,0
1653940501746,"111 km SE of Hirara, Japan",reviewed,0,340,earthquake,4.7, Japan,126.1854,24.1977,10.0,2022-05-30 19:55:01.746000+00:00,0
1654041753937,"287 km WSW of Adak, Alaska",reviewed,0,148,earthquake,3.1, Alaska,179.3642,51.21,40.35,2022-06-01 00:02:33.937000+00:00,1
1654043717029,"92 km NE of Finschhafen, Papua New Guinea",reviewed,0,400,earthquake,5.1, Papua New Guinea,148.4629,-5.9939,59.87,2022-06-01 00:35:17.029000+00:00,2
1654044644601,"143 km WNW of Naha, Japan",reviewed,0,312,earthquake,4.5, Japan,126.4645,26.9103,10.0,2022-06-01 00:50:44.601000+00:00,0
1654051161674,"93 km WNW of Ovalle, Chile",reviewed,0,271,earthquake,4.2, Chile,-72.151,-30.4326,10.48,2022-06-01 02:39:21.674000+00:00,0
1654052473771,"277 km WSW of Adak, Alaska",reviewed,0,178,earthquake,3.4, Alaska,179.5777,51.0816,24.67,2022-06-01 03:01:13.771000+00:00,1
1654055179398,"109 km SSW of Jiquilillo, Nicaragua",reviewed,0,271,earthquake,4.2, Nicaragua,-88.0068,11.9223,35.0,2022-06-01 03:46:19.398000+00:00,2
1654056633182,"139 km WNW of Naha, Japan",reviewed,0,259,earthquake,4.1, Japan,126.407,26.726,10.0,2022-06-01 04:10:33.182000+00:00,0
1654056773974,"36 km NNW of La Serena, Chile",reviewed,0,284,earthquake,4.3, Chile,-71.4448,-29.6211,35.0,2022-06-01 04:12:53.974000+00:00,2
1654057314024,"168 km S of Boyolangu, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,111.7167,-9.6277,27.48,2022-06-01 04:21:54.024000+00:00,2
1654059504280,"9 km N of Punta Cana, Dominican Republic",reviewed,0,203,earthquake,3.63, Dominican Republic,-68.3908,18.6645,59.0,2022-06-01 04:58:24.280000+00:00,2
1654064968762,"99 km SW of Corinto, Nicaragua",reviewed,0,369,earthquake,4.9, Nicaragua,-87.918,11.9664,41.36,2022-06-01 06:29:28.762000+00:00,2
1654065164025,south of the Kermadec Islands,reviewed,0,312,earthquake,4.5,south of the Kermadec Islands,-178.917,-33.0634,35.0,2022-06-01 06:32:44.025000+00:00,2
1654066426521,"Southern Qinghai, China",reviewed,0,259,earthquake,4.1, China,98.8979,34.5109,10.0,2022-06-01 06:53:46.521000+00:00,0
1654068989990,"81 km W of Las Grullas Margen Derecha, Mexico",reviewed,0,271,earthquake,4.2, Mexico,-110.153,25.8786,10.0,2022-06-01 07:36:29.990000+00:00,0
1654069423280,"87 km SW of Pole Ojea, Puerto Rico",reviewed,0,152,earthquake,3.14, Puerto Rico,-67.7731666666667,17.4148333333333,23.57,2022-06-01 07:43:43.280000+00:00,1
1654069799945,"58 km N of K?sh, Iran",reviewed,0,326,earthquake,4.6, Iran,53.9118,27.0796,10.0,2022-06-01 07:49:59.945000+00:00,0
1654070617415,"Izu Islands, Japan region",reviewed,0,298,earthquake,4.4, Japan region,142.6011,30.1054,10.0,2022-06-01 08:03:37.415000+00:00,0
1654072742230,"62 km N of Isabela, Puerto Rico",reviewed,0,192,earthquake,3.53, Puerto Rico,-67.1098,19.0566,13.0,2022-06-01 08:39:02.230000+00:00,1
1654074008401,"48 km W of Linqiong, China",reviewed,0,668,earthquake,5.8, China,102.9582,30.3951,12.0,2022-06-01 09:00:08.401000+00:00,0
1654074188082,"Western Sichuan, China",reviewed,0,432,earthquake,5.3, China,102.8724,30.3896,10.0,2022-06-01 09:03:08.082000+00:00,0
1654077011963,"276 km WSW of Adak, Alaska",reviewed,0,168,earthquake,3.3, Alaska,179.5856,51.0873,28.89,2022-06-01 09:50:11.963000+00:00,1
1654080404098,south of the Kermadec Islands,reviewed,0,326,earthquake,4.6,south of the Kermadec Islands,-178.9518,-32.9998,35.0,2022-06-01 10:46:44.098000+00:00,2
1654082002051,"226 km SSW of Severo-Kuril’sk, Russia",reviewed,0,259,earthquake,4.1, Russia,155.3374,48.7003,35.0,2022-06-01 11:13:22.051000+00:00,2
1654090326124,"85 km S of Unalaska, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-166.7687,53.1217,28.7,2022-06-01 13:32:06.124000+00:00,1
1654091786696,"85 km ESE of Loreto, Mexico",reviewed,0,271,earthquake,4.2, Mexico,-110.5196,25.8259,10.0,2022-06-01 13:56:26.696000+00:00,0
1654095095362,south of Africa,reviewed,0,271,earthquake,4.2,south of Africa,20.2472,-52.9217,10.0,2022-06-01 14:51:35.362000+00:00,0
1654095709756,western Texas,reviewed,0,288,earthquake,4.3,western Texas,-103.9819379,31.59957436,9.627856445,2022-06-01 15:01:49.756000+00:00,0
1654095900305,"90 km SW of Jiquilillo, Nicaragua",reviewed,0,340,earthquake,4.7, Nicaragua,-87.9559,12.0963,43.99,2022-06-01 15:05:00.305000+00:00,2
1654098027014,"78 km SE of Ishinomaki, Japan",reviewed,0,298,earthquake,4.4, Japan,141.9353,37.9211,43.89,2022-06-01 15:40:27.014000+00:00,2
1654098370839,"53 km SSW of Whites City, New Mexico",reviewed,0,329,earthquake,4.6, New Mexico,-104.5509138,31.71526584,6.157275391,2022-06-01 15:46:10.839000+00:00,0
1654099573333,"34 km WSW of Mentone, Texas",reviewed,0,168,earthquake,3.3, Texas,-103.9787581,31.61015535,9.627856445,2022-06-01 16:06:13.333000+00:00,1
1654100224902,"54 km SSW of Whites City, New Mexico",reviewed,0,158,earthquake,3.2, New Mexico,-104.5816754,31.7210008,7.237011719,2022-06-01 16:17:04.902000+00:00,1
1654101795623,"90 km NW of Pathein, Myanmar",reviewed,0,417,earthquake,5.2, Myanmar,94.2503,17.4476,26.0,2022-06-01 16:43:15.623000+00:00,0
1654102094279,"78 km SE of Akutan, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-164.8534,53.6856,21.55,2022-06-01 16:48:14.279000+00:00,1
1654107159714,Kermadec Islands region,reviewed,0,312,earthquake,4.5,Kermadec Islands region,-176.93,-28.8376,47.9,2022-06-01 18:12:39.714000+00:00,2
1654107396668,western Texas,reviewed,0,148,earthquake,3.1,western Texas,-104.5896572,31.71220509,5.437451172,2022-06-01 18:16:36.668000+00:00,1
1654107594621,"52 km ESE of Santiago, Philippines",reviewed,0,312,earthquake,4.5, Philippines,127.0311,7.1576,47.38,2022-06-01 18:19:54.621000+00:00,2
1654112575548,"3 km ENE of Ushiku, Japan",reviewed,0,318,earthquake,4.5, Japan,140.1679,35.9767,63.76,2022-06-01 19:42:55.548000+00:00,2
1654120751499,Scotia Sea,reviewed,0,298,earthquake,4.4,Scotia Sea,-46.4643,-60.2737,10.0,2022-06-01 21:59:11.499000+00:00,0
1654122432898,"136 km WSW of Adak, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-178.3335,51.2492,35.0,2022-06-01 22:27:12.898000+00:00,1
1654123714305,"76 km ENE of Namie, Japan",reviewed,0,259,earthquake,4.1, Japan,141.7746,37.7996,56.86,2022-06-01 22:48:34.305000+00:00,2
1654124143766,"210 km S of Sofifi, Indonesia",reviewed,0,385,earthquake,5.0, Indonesia,127.1976,-1.1333,8.02,2022-06-01 22:55:43.766000+00:00,0
1654128506827,Carlsberg Ridge,reviewed,0,298,earthquake,4.4,Carlsberg Ridge,63.4641,3.7916,10.0,2022-06-02 00:08:26.827000+00:00,0
1654134990280,"78 km NNE of Cruz Bay, U.S. Virgin Islands",reviewed,0,179,earthquake,3.41, U.S. Virgin Islands,-64.4838333333333,18.9793333333333,43.72,2022-06-02 01:56:30.280000+00:00,1
1654139198869,"155 km ESE of Pondaguitan, Philippines",reviewed,0,416,earthquake,5.2, Philippines,127.5479,6.0471,10.0,2022-06-02 03:06:38.869000+00:00,0
1654139656081,"97 km SSE of Sand Point, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-159.837,54.5509,9.604,2022-06-02 03:14:16.081000+00:00,1
1654140338465,"96 km NNW of Pathein, Myanmar",reviewed,0,284,earthquake,4.3, Myanmar,94.253,17.5218,10.0,2022-06-02 03:25:38.465000+00:00,0
1654143184344,"266 km S of Pundong, Indonesia",reviewed,0,259,earthquake,4.1, Indonesia,110.378,-10.3648,10.0,2022-06-02 04:13:04.344000+00:00,0
1654145882313,"147 km SSE of Ierápetra, Greece",reviewed,0,259,earthquake,4.1, Greece,26.2607,33.7566,10.0,2022-06-02 04:58:02.313000+00:00,0
1654146739887,"19 km WSW of Tabalosos, Peru",reviewed,0,312,earthquake,4.5, Peru,-76.8333,-6.4376,22.64,2022-06-02 05:12:19.887000+00:00,0
1654149798029,"95 km SSW of Yonakuni, Japan",reviewed,0,298,earthquake,4.4, Japan,122.5303,23.7151,10.0,2022-06-02 06:03:18.029000+00:00,0
1654151006446,south of Tonga,reviewed,0,298,earthquake,4.4,south of Tonga,-175.3253,-25.1334,10.0,2022-06-02 06:23:26.446000+00:00,0
1654151016706,south of Tonga,reviewed,0,340,earthquake,4.7,south of Tonga,-175.3863,-25.23,10.0,2022-06-02 06:23:36.706000+00:00,0
1654151436433,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,340,earthquake,4.7, Aleutian Islands,178.7888,51.0762,10.0,2022-06-02 06:30:36.433000+00:00,0
1654152804767,"74 km SSW of F?r?z?b?d, Iran",reviewed,0,246,earthquake,4.0, Iran,52.2839,28.2163,10.0,2022-06-02 06:53:24.767000+00:00,1
1654153388190,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,259,earthquake,4.1, Aleutian Islands,178.7534,51.1308,28.674,2022-06-02 07:03:08.190000+00:00,2
1654153914122,"89 km SW of Pagar Alam, Indonesia",reviewed,0,312,earthquake,4.5, Indonesia,102.6593,-4.5835,60.75,2022-06-02 07:11:54.122000+00:00,2
1654160168263,south of Tonga,reviewed,0,284,earthquake,4.3,south of Tonga,-175.4742,-25.4546,10.0,2022-06-02 08:56:08.263000+00:00,0
1654161300009,South Georgia Island region,reviewed,0,385,earthquake,5.0,South Georgia Island region,-32.4656,-55.344,10.0,2022-06-02 09:15:00.009000+00:00,0
1654164964609,"155 km WSW of Adak, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-178.5435,51.1407,42.54,2022-06-02 10:16:04.609000+00:00,1
1654165217530,"26 km N of Tierras Nuevas Poniente, Puerto Rico",reviewed,0,181,earthquake,3.43, Puerto Rico,-66.4613333333333,18.7028333333333,57.88,2022-06-02 10:20:17.530000+00:00,2
1654170943116,"3 km ESE of Tandag, Philippines",reviewed,0,326,earthquake,4.6, Philippines,126.229,9.0617,68.57,2022-06-02 11:55:43.116000+00:00,2
1654171642230,"7km NW of Bay Point, CA",reviewed,1,694,earthquake,4.14,California,-122.0076667,38.0765,18.43,2022-06-02 12:07:22.230000+00:00,0
1654172191331,Pacific-Antarctic Ridge,reviewed,0,465,earthquake,5.5,Pacific-Antarctic Ridge,-144.0316,-55.9982,10.0,2022-06-02 12:16:31.331000+00:00,0
1654172290118,"100 km SW of Nikolski, Alaska",reviewed,0,246,earthquake,4.0, Alaska,-169.9503,52.3221,44.006,2022-06-02 12:18:10.118000+00:00,2
1654174515177,"58 km NE of Al Hoceïma, Morocco",reviewed,0,312,earthquake,4.5, Morocco,-3.4835,35.6277,10.0,2022-06-02 12:55:15.177000+00:00,0
1654184011179,"75 km W of Masachapa, Nicaragua",reviewed,0,284,earthquake,4.3, Nicaragua,-87.2024,11.6947,36.75,2022-06-02 15:33:31.179000+00:00,2
1654184690750,"30 km NNE of Tocopilla, Chile",reviewed,0,298,earthquake,4.4, Chile,-70.057,-21.8499,60.86,2022-06-02 15:44:50.750000+00:00,2
1654191086745,"87 km SSW of Poso, Indonesia",reviewed,0,354,earthquake,4.8, Indonesia,120.4875,-2.1391,10.0,2022-06-02 17:31:26.745000+00:00,0
1654193159975,"37 km SSW of Port-Vila, Vanuatu",reviewed,0,340,earthquake,4.7, Vanuatu,168.1716,-18.0483,25.27,2022-06-02 18:05:59.975000+00:00,0
1654194869439,"6 km NW of Dushanbe, Tajikistan",reviewed,0,271,earthquake,4.2, Tajikistan,68.7296,38.5742,10.0,2022-06-02 18:34:29.439000+00:00,0
1654195400794,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,284,earthquake,4.3, Aleutian Islands,178.8025,51.1993,35.0,2022-06-02 18:43:20.794000+00:00,2
1654195960140,"86 km SW of Pole Ojea, Puerto Rico",reviewed,0,145,earthquake,3.07, Puerto Rico,-67.829,17.4893333333333,31.86,2022-06-02 18:52:40.140000+00:00,1
1654196071063,"26 km ENE of Bacolod, Philippines",reviewed,0,467,earthquake,5.5, Philippines,126.5097,9.0182,38.76,2022-06-02 18:54:31.063000+00:00,2
1654196574608,"157 km SE of Chignik, Alaska",reviewed,0,298,earthquake,4.4, Alaska,-156.901,55.161,34.4,2022-06-02 19:02:54.608000+00:00,2
1654196918096,"204 km SE of Katsuura, Japan",reviewed,0,298,earthquake,4.4, Japan,141.8567,33.8213,10.0,2022-06-02 19:08:38.096000+00:00,0
1654197119902,"11 km E of Aras-asan, Philippines",reviewed,0,298,earthquake,4.4, Philippines,126.4174,8.8959,42.3,2022-06-02 19:11:59.902000+00:00,2
1654197596032,"170 km SE of Gorontalo, Indonesia",reviewed,0,385,earthquake,5.0, Indonesia,124.2737,-0.4093,60.61,2022-06-02 19:19:56.032000+00:00,2
1654198339161,"10 km ENE of Aras-asan, Philippines",reviewed,0,298,earthquake,4.4, Philippines,126.4021,8.9088,49.91,2022-06-02 19:32:19.161000+00:00,2
1654198433503,"39 km SE of Chabahar, Iran",reviewed,0,312,earthquake,4.5, Iran,60.9101,25.0269,10.0,2022-06-02 19:33:53.503000+00:00,0
1654199302665,northern Mid-Atlantic Ridge,reviewed,0,312,earthquake,4.5,northern Mid-Atlantic Ridge,-45.8284,21.4168,10.0,2022-06-02 19:48:22.665000+00:00,0
1654199396489,northern Mid-Atlantic Ridge,reviewed,0,385,earthquake,5.0,northern Mid-Atlantic Ridge,-45.7958,21.395,10.0,2022-06-02 19:49:56.489000+00:00,0
1654201931287,"76 km W of Masachapa, Nicaragua",reviewed,0,326,earthquake,4.6, Nicaragua,-87.2095,11.6897,54.97,2022-06-02 20:32:11.287000+00:00,2
1654203443698,"30 km SE of Mina, Nevada",reviewed,0,178,earthquake,3.4, Nevada,-117.8827,38.1845,3.8,2022-06-02 20:57:23.698000+00:00,1
1654203759645,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-45.7349,20.9657,10.0,2022-06-02 21:02:39.645000+00:00,0
1654203957246,"0 km NE of Tres Palos, Mexico",reviewed,0,342,earthquake,4.7, Mexico,-99.7752,16.8319,36.99,2022-06-02 21:05:57.246000+00:00,2
1654204141321,"65 km S of Hualien City, Taiwan",reviewed,0,271,earthquake,4.2, Taiwan,121.5485,23.3893,10.0,2022-06-02 21:09:01.321000+00:00,0
1654205113932,northern Mid-Atlantic Ridge,reviewed,0,369,earthquake,4.9,northern Mid-Atlantic Ridge,-45.7843,21.3303,10.0,2022-06-02 21:25:13.932000+00:00,0
1654206114437,"133 km SE of Chignik, Alaska",reviewed,0,369,earthquake,4.9, Alaska,-156.9924,55.3987,38.7,2022-06-02 21:41:54.437000+00:00,2
1654208538584,"93 km W of Masachapa, Nicaragua",reviewed,0,284,earthquake,4.3, Nicaragua,-87.3567,11.6479,39.88,2022-06-02 22:22:18.584000+00:00,2
1654209629049,"68 km NW of Mogok, Myanmar",reviewed,0,271,earthquake,4.2, Myanmar,95.957,23.2613,10.0,2022-06-02 22:40:29.049000+00:00,0
1654212363168,"102 km SW of Nikolski, Alaska",reviewed,0,417,earthquake,5.2, Alaska,-170.0028,52.3321,38.81,2022-06-02 23:26:03.168000+00:00,2
1654212871249,"135 km SW of Itoman, Japan",reviewed,0,284,earthquake,4.3, Japan,126.8809,25.1379,10.0,2022-06-02 23:34:31.249000+00:00,0
1654213297216,"55 km N of Neiafu, Tonga",reviewed,0,326,earthquake,4.6, Tonga,-173.9742,-18.1472,10.0,2022-06-02 23:41:37.216000+00:00,0
1654216143910,"121 km N of Charlotte Amalie, U.S. Virgin Islands",reviewed,0,196,earthquake,3.57, U.S. Virgin Islands,-65.0761,19.4265,43.0,2022-06-03 00:29:03.910000+00:00,1
1654217249855,"100 km SW of Nikolski, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-169.9775,52.3471,35.0,2022-06-03 00:47:29.855000+00:00,1
1654217823520,"111 km E of Ust’-Kamchatsk Staryy, Russia",reviewed,0,271,earthquake,4.2, Russia,164.2632,56.0939,10.0,2022-06-03 00:57:03.520000+00:00,0
1654218878691,"2 km ESE of Aras-asan, Philippines",reviewed,0,271,earthquake,4.2, Philippines,126.3289,8.8789,35.0,2022-06-03 01:14:38.691000+00:00,2
1654221065770,north of Ascension Island,reviewed,0,369,earthquake,4.9,north of Ascension Island,-12.237,-3.3942,10.0,2022-06-03 01:51:05.770000+00:00,0
1654226207488,north of Ascension Island,reviewed,0,369,earthquake,4.9,north of Ascension Island,-12.0926,-3.3324,10.0,2022-06-03 03:16:47.488000+00:00,0
1654228468152,"25 km E of ‘Ohonua, Tonga",reviewed,0,326,earthquake,4.6, Tonga,-174.7031,-21.299,35.689,2022-06-03 03:54:28.152000+00:00,2
1654234246110,"117 km NE of Punta Cana, Dominican Republic",reviewed,0,209,earthquake,3.69, Dominican Republic,-67.753,19.4476,30.0,2022-06-03 05:30:46.110000+00:00,1
1654237496012,"20 km NNW of Salinas, Ecuador",reviewed,0,419,earthquake,5.2, Ecuador,-81.0444,-2.0507,10.0,2022-06-03 06:24:56.012000+00:00,0
1654238055080,"157 km SSW of Itoman, Japan",reviewed,0,340,earthquake,4.7, Japan,126.8964,24.8849,10.0,2022-06-03 06:34:15.080000+00:00,0
1654239644659,"140 km WNW of Naha, Japan",reviewed,0,284,earthquake,4.3, Japan,126.4538,26.8407,10.0,2022-06-03 07:00:44.659000+00:00,0
1654239728410,"Ryukyu Islands, Japan",reviewed,0,259,earthquake,4.1, Japan,126.4441,26.8948,10.0,2022-06-03 07:02:08.410000+00:00,0
1654239815211,"140 km WNW of Naha, Japan",reviewed,0,483,earthquake,5.6, Japan,126.4199,26.7819,10.0,2022-06-03 07:03:35.211000+00:00,0
1654240187058,"134 km WNW of Naha, Japan",reviewed,0,340,earthquake,4.7, Japan,126.4875,26.7844,10.0,2022-06-03 07:09:47.058000+00:00,0
1654246942751,"143 km WNW of Naha, Japan",reviewed,0,246,earthquake,4.0, Japan,126.4062,26.8138,10.0,2022-06-03 09:02:22.751000+00:00,1
