발생시간,발생지역,검토상태,쓰나미여부,영향도,데이터유형,규모,지역,경도,위도,진원깊이,발생일시,cluster
1627540102835,"106 km SSE of Chignik, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-157.5893,55.4498,8.9,2021-07-29 06:28:22.835000+00:00,0
1627540129707,"128 km SE of Perryville, Alaska",reviewed,0,432,earthquake,5.3, Alaska,-157.6035,55.1526,35.0,2021-07-29 06:28:49.707000+00:00,2
1627540295058,"118 km SE of Perryville, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-157.6289,55.2749,6.6,2021-07-29 06:31:35.058000+00:00,1
1627540353359,"154 km SE of Chignik, Alaska",reviewed,0,451,earthquake,5.4, Alaska,-156.7677,55.2549,2.9,2021-07-29 06:32:33.359000+00:00,0
1627540513096,"91 km SSE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-157.85,55.5333,7.3,2021-07-29 06:35:13.096000+00:00,0
1627540564702,"136 km SE of Perryville, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-157.3565,55.2148,25.0,2021-07-29 06:36:04.702000+00:00,0
1627540625330,"113 km ESE of Chignik, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-156.8812,55.739,46.1,2021-07-29 06:37:05.330000+00:00,2
1627540704698,"147 km SE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-156.9366,55.2592,38.0,2021-07-29 06:38:24.698000+00:00,2
1627540755596,"158 km SE of Perryville, Alaska",reviewed,0,354,earthquake,4.8, Alaska,-157.1399,55.0539,33.65,2021-07-29 06:39:15.596000+00:00,2
1627540854465,"131 km SE of Chignik, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.0487,55.3892,9.8,2021-07-29 06:40:54.465000+00:00,1
1627540961215,"143 km SSW of Akhiok, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-155.3829,55.8418,10.0,2021-07-29 06:42:41.215000+00:00,0
1627540992963,"126 km SE of Chignik, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-157.0275,55.465,24.2,2021-07-29 06:43:12.963000+00:00,1
1627541041945,"197 km SSW of Akhiok, Alaska",reviewed,0,340,earthquake,4.7, Alaska,-155.4004,55.3139,10.0,2021-07-29 06:44:01.945000+00:00,0
1627541112323,"142 km SE of Perryville, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-157.554,55.002,24.9,2021-07-29 06:45:12.323000+00:00,0
1627541245520,"135 km SE of Perryville, Alaska",reviewed,0,360,earthquake,4.8, Alaska,-157.6473,55.0371,26.4,2021-07-29 06:47:25.520000+00:00,0
1627541408590,"172 km SE of Chignik, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-156.3796,55.2399,11.4,2021-07-29 06:50:08.590000+00:00,1
1627541607175,"142 km SE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-156.7129,55.4424,42.1,2021-07-29 06:53:27.175000+00:00,2
1627541658567,"113 km SSE of Perryville, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-158.2901,55.011,39.5,2021-07-29 06:54:18.567000+00:00,1
1627541824231,"157 km SE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-156.9698,55.1372,24.8,2021-07-29 06:57:04.231000+00:00,0
1627541931994,"156 km SE of Chignik, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-156.351,55.4933,27.4,2021-07-29 06:58:51.994000+00:00,1
1627542083076,"131 km ESE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.5622,55.7252,20.8,2021-07-29 07:01:23.076000+00:00,1
1627542193950,"126 km SE of Chignik, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.2597,55.357,42.9,2021-07-29 07:03:13.950000+00:00,1
1627542687961,"105 km SSE of Perryville, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-158.4954,55.034,18.5,2021-07-29 07:11:27.961000+00:00,1
1627542782813,"154 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.7208,55.2766,4.3,2021-07-29 07:13:02.813000+00:00,1
1627542946779,"167 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.3633,55.3223,13.7,2021-07-29 07:15:46.779000+00:00,1
1627543035436,"73 km SE of Iwaki, Japan",reviewed,0,326,earthquake,4.6, Japan,141.5677,36.6841,42.87,2021-07-29 07:17:15.436000+00:00,2
1627543086543,"94 km SSE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-158.4167,55.1698,6.5,2021-07-29 07:18:06.543000+00:00,1
1627543203504,"116 km SSE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-158.1174,55.0439,16.4,2021-07-29 07:20:03.504000+00:00,1
1627543271318,"141 km SE of Chignik, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-156.6401,55.5028,25.3,2021-07-29 07:21:11.318000+00:00,1
1627543331963,"131 km SE of Chignik, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-156.9882,55.4249,34.0,2021-07-29 07:22:11.963000+00:00,2
1627543631039,"106 km SSE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-158.2865,55.0931,8.0,2021-07-29 07:27:11.039000+00:00,1
1627543779794,"180 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.2106,55.2416,40.5,2021-07-29 07:29:39.794000+00:00,1
1627543874570,"164 km SE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-156.7155,55.17,20.3,2021-07-29 07:31:14.570000+00:00,0
1627543953773,"154 km SE of Perryville, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-157.3926,54.9457,12.0,2021-07-29 07:32:33.773000+00:00,0
1627544038259,"160 km SE of Chignik, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-156.3598,55.4177,20.1,2021-07-29 07:33:58.259000+00:00,1
1627544078467,"60 km SE of Ugashik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.6435,57.1565,4.4,2021-07-29 07:34:38.467000+00:00,1
1627544338823,"165 km SE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.7532,55.1317,7.4,2021-07-29 07:38:58.823000+00:00,1
1627544796395,"122 km SSE of Perryville, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-158.3733,54.8984,9.6,2021-07-29 07:46:36.395000+00:00,1
1627544871213,Alaska Peninsula,reviewed,0,158,earthquake,3.2,Alaska Peninsula,-157.5584,55.0246,4.8,2021-07-29 07:47:51.213000+00:00,1
1627545000160,"134 km SSE of Chignik, Alaska",reviewed,0,298,earthquake,4.4, Alaska,-157.347,55.2428,26.9,2021-07-29 07:50:00.160000+00:00,0
1627545101507,"131 km SE of Perryville, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-157.554,55.1452,69.0,2021-07-29 07:51:41.507000+00:00,2
1627545278111,"137 km SE of Chignik, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-156.5608,55.6178,24.5,2021-07-29 07:54:38.111000+00:00,1
1627545506290,"135 km SE of Perryville, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-157.5659,55.0915,26.4,2021-07-29 07:58:26.290000+00:00,1
1627545531307,"107 km SE of Perryville, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-157.838,55.296,35.8,2021-07-29 07:58:51.307000+00:00,2
1627545775429,"142 km SE of Perryville, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-157.4539,55.061,23.1,2021-07-29 08:02:55.429000+00:00,1
1627546137397,"135 km SE of Chignik, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-157.0473,55.3426,26.5,2021-07-29 08:08:57.397000+00:00,2
1627546184521,"155 km SSE of Chignik, Alaska",reviewed,0,326,earthquake,4.6, Alaska,-157.0203,55.1325,19.3,2021-07-29 08:09:44.521000+00:00,0
1627546379886,"100 km SE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.9024,55.3384,10.2,2021-07-29 08:12:59.886000+00:00,1
1627546415890,"199 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.5869,54.8268,10.0,2021-07-29 08:13:35.890000+00:00,1
1627546434859,Alaska Peninsula,reviewed,0,158,earthquake,3.2,Alaska Peninsula,-158.4149,55.1272,2.5,2021-07-29 08:13:54.859000+00:00,1
1627546519501,"145 km SE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-156.8621,55.3163,18.4,2021-07-29 08:15:19.501000+00:00,0
1627546548111,"149 km SE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-156.8049,55.2945,28.1,2021-07-29 08:15:48.111000+00:00,2
1627546636234,"147 km SE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.802,54.8324,2.7,2021-07-29 08:17:16.234000+00:00,1
1627547096516,"122 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-157.2659,55.3982,28.3,2021-07-29 08:24:56.516000+00:00,1
1627547121146,"172 km ESE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-156.0668,55.4663,23.3,2021-07-29 08:25:21.146000+00:00,0
1627547569436,"157 km SE of Chignik, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-156.3801,55.4513,5.6,2021-07-29 08:32:49.436000+00:00,1
1627547659797,"166 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.6493,55.1701,22.6,2021-07-29 08:34:19.797000+00:00,1
1627547931217,"118 km SSE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.3409,55.4128,17.7,2021-07-29 08:38:51.217000+00:00,1
1627547967722,"44 km NE of Shwebo, Myanmar",reviewed,0,471,earthquake,5.5, Myanmar,95.9967,22.8638,10.0,2021-07-29 08:39:27.722000+00:00,0
1627548017556,"149 km SSE of Chignik, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-157.2161,55.1352,25.9,2021-07-29 08:40:17.556000+00:00,2
1627548888360,"135 km SE of Perryville, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-157.5797,55.0833,19.6,2021-07-29 08:54:48.360000+00:00,1
1627548924549,"142 km SE of Perryville, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-157.5101,55.0362,24.0,2021-07-29 08:55:24.549000+00:00,1
1627549006861,"143 km SSE of Chignik, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.2217,55.1901,22.3,2021-07-29 08:56:46.861000+00:00,1
1627549064101,"174 km SE of Perryville, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-156.9609,54.9561,12.3,2021-07-29 08:57:44.101000+00:00,1
1627549674757,"143 km SE of Perryville, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-157.8252,54.8684,27.5,2021-07-29 09:07:54.757000+00:00,1
1627549984676,"215 km SE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-155.7292,55.0896,20.0,2021-07-29 09:13:04.676000+00:00,1
1627550226285,"187 km SE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.0042,54.7535,37.1,2021-07-29 09:17:06.285000+00:00,1
1627550569497,"161 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.8958,55.1213,0.5,2021-07-29 09:22:49.497000+00:00,1
1627550903391,"128 km SSE of Chignik, Alaska",reviewed,0,340,earthquake,4.7, Alaska,-157.4372,55.2815,25.8,2021-07-29 09:28:23.391000+00:00,0
1627551001323,"101 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-157.182,55.6956,3.0,2021-07-29 09:30:01.323000+00:00,1
1627551454944,"124 km SE of Perryville, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.6957,55.152,4.3,2021-07-29 09:37:34.944000+00:00,1
1627551491346,"113 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.9215,55.7073,20.0,2021-07-29 09:38:11.346000+00:00,1
1627551644669,central East Pacific Rise,reviewed,0,432,earthquake,5.3,central East Pacific Rise,-112.1144,-13.2907,10.0,2021-07-29 09:40:44.669000+00:00,0
1627551798480,"145 km SE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.3917,55.0623,29.2,2021-07-29 09:43:18.480000+00:00,1
1627551874948,"184 km SSW of Akhiok, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-155.7478,55.5369,35.0,2021-07-29 09:44:34.948000+00:00,1
1627552334752,"164 km SE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-156.3095,55.4021,17.3,2021-07-29 09:52:14.752000+00:00,0
1627552422480,"148 km SE of Chignik, Alaska",reviewed,0,326,earthquake,4.6, Alaska,-156.9056,55.2581,40.9,2021-07-29 09:53:42.480000+00:00,2
1627552519656,"195 km SSW of Akhiok, Alaska",reviewed,0,354,earthquake,4.8, Alaska,-155.5474,55.3696,10.0,2021-07-29 09:55:19.656000+00:00,0
1627552707727,"222 km SE of Chignik, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-155.5912,55.0844,6.8,2021-07-29 09:58:27.727000+00:00,0
1627552901214,"140 km SE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.5078,55.0613,39.3,2021-07-29 10:01:41.214000+00:00,1
1627553089271,south of Alaska,reviewed,0,148,earthquake,3.1,south of Alaska,-155.4536,54.0019,10.0,2021-07-29 10:04:49.271000+00:00,1
1627553269570,"166 km SSE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.9169,55.0594,24.8,2021-07-29 10:07:49.570000+00:00,1
1627553761337,"131 km SSE of Perryville, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-158.3167,54.8258,25.1,2021-07-29 10:16:01.337000+00:00,1
1627554137021,"135 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.832,55.46,15.1,2021-07-29 10:22:17.021000+00:00,1
1627554252108,"148 km SE of Perryville, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-157.2328,55.1348,5.5,2021-07-29 10:24:12.108000+00:00,1
1627554413815,"198 km SE of Perryville, Alaska",reviewed,0,222,earthquake,3.8, Alaska,-156.903,54.6713,23.7,2021-07-29 10:26:53.815000+00:00,1
1627554801744,"56 km SE of Ugashik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.6752,57.1861,10.4,2021-07-29 10:33:21.744000+00:00,1
1627555076060,"166 km SE of Chignik, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-156.6999,55.1435,16.8,2021-07-29 10:37:56.060000+00:00,1
1627556699057,"139 km SE of Perryville, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-157.5238,55.0663,25.1,2021-07-29 11:04:59.057000+00:00,1
1627556928112,"131 km SSE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-157.3993,55.2578,25.0,2021-07-29 11:08:48.112000+00:00,0
1627557384608,"151 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.5641,55.4165,24.7,2021-07-29 11:16:24.608000+00:00,1
1627558161714,"126 km SSE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.4468,55.2958,13.5,2021-07-29 11:29:21.714000+00:00,1
1627558891270,"148 km SSE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.2188,55.1355,26.8,2021-07-29 11:41:31.270000+00:00,1
1627559275862,"131 km SE of Perryville, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.4471,55.2286,26.3,2021-07-29 11:47:55.862000+00:00,1
1627559764773,"137 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.9034,55.399,25.5,2021-07-29 11:56:04.773000+00:00,1
1627561077235,"136 km SE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-157.5724,55.0663,0.7,2021-07-29 12:17:57.235000+00:00,1
1627561410174,"126 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.8299,55.5833,10.6,2021-07-29 12:23:30.174000+00:00,1
1627561704259,"135 km SE of Perryville, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-157.5905,55.0786,36.1,2021-07-29 12:28:24.259000+00:00,1
1627561926737,"137 km SE of Chignik, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-156.5761,55.6052,25.0,2021-07-29 12:32:06.737000+00:00,1
1627562564664,"134 km SE of Chignik, Alaska",reviewed,0,284,earthquake,4.3, Alaska,-157.1905,55.3025,23.6,2021-07-29 12:42:44.664000+00:00,0
1627563111282,"133 km SSE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-158.242,54.8231,4.7,2021-07-29 12:51:51.282000+00:00,1
1627563467138,"11 km SSE of Esbon, Kansas",reviewed,0,168,earthquake,3.3, Kansas,-98.3726,39.7318,5.0,2021-07-29 12:57:47.138000+00:00,1
1627564490783,"149 km SE of Perryville, Alaska",reviewed,0,259,earthquake,4.1, Alaska,-157.628,54.8833,25.0,2021-07-29 13:14:50.783000+00:00,0
1627564541513,northern Mid-Atlantic Ridge,reviewed,0,284,earthquake,4.3,northern Mid-Atlantic Ridge,-31.955,52.5527,10.0,2021-07-29 13:15:41.513000+00:00,0
1627564670035,"164 km ESE of Chignik, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-155.9787,55.7155,28.3,2021-07-29 13:17:50.035000+00:00,0
1627565412683,"182 km SSW of Akhiok, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-155.6766,55.5406,7.2,2021-07-29 13:30:12.683000+00:00,1
1627566490583,"160 km SSE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-157.0149,55.0887,11.9,2021-07-29 13:48:10.583000+00:00,1
1627567324131,"186 km SE of Chignik, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.4785,55.0158,20.1,2021-07-29 14:02:04.131000+00:00,1
1627567380800,"123 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.2572,55.3905,7.5,2021-07-29 14:03:00.800000+00:00,1
1627567662483,"204 km SE of Perryville, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-156.7937,54.6507,25.0,2021-07-29 14:07:42.483000+00:00,1
1627568609113,"27 km NNW of Benton, California",reviewed,0,189,earthquake,3.5, California,-118.6142,38.0392,10.3,2021-07-29 14:23:29.113000+00:00,1
1627570355805,"148 km SE of Perryville, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-157.6032,54.9015,20.4,2021-07-29 14:52:35.805000+00:00,1
1627570669119,"222 km SSW of Akhiok, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-155.5486,55.1045,20.0,2021-07-29 14:57:49.119000+00:00,1
1627571596427,"150 km SE of Chignik, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-156.8576,55.2663,22.8,2021-07-29 15:13:16.427000+00:00,1
1627572596475,"124 km SSE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-158.3076,54.897,17.7,2021-07-29 15:29:56.475000+00:00,1
1627574021960,"164 km SE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.257,55.449,27.1,2021-07-29 15:53:41.960000+00:00,1
1627574545747,"165 km NW of Sabang, Indonesia",reviewed,0,284,earthquake,4.3, Indonesia,94.1346,6.8041,65.06,2021-07-29 16:02:25.747000+00:00,2
1627574882359,"185 km SSW of Akhiok, Alaska",reviewed,0,312,earthquake,4.5, Alaska,-155.7524,55.5285,37.2,2021-07-29 16:08:02.359000+00:00,2
1627574951784,"155 km SE of Chignik, Alaska",reviewed,1,432,earthquake,5.3, Alaska,-156.9458,55.1678,36.3,2021-07-29 16:09:11.784000+00:00,2
1627576676117,"197 km SE of Perryville, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-156.8653,54.7051,25.0,2021-07-29 16:37:56.117000+00:00,1
1627577995064,"113 km ESE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.6349,55.354,11.8,2021-07-29 16:59:55.064000+00:00,1
1627578444450,"196 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-155.8592,55.264,35.0,2021-07-29 17:07:24.450000+00:00,1
1627579633452,"165 km SSW of Akhiok, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-155.1574,55.5626,15.26,2021-07-29 17:27:13.452000+00:00,0
1627579672971,"139 km SE of Chignik, Alaska",reviewed,0,246,earthquake,4.0, Alaska,-156.6792,55.5014,23.6,2021-07-29 17:27:52.971000+00:00,1
1627581102309,"155 km SSE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-157.0809,55.1186,42.5,2021-07-29 17:51:42.309000+00:00,1
1627582449266,"131 km SSE of Perryville, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-158.2753,54.8404,7.9,2021-07-29 18:14:09.266000+00:00,1
1627585891151,"143 km SE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-156.7173,55.4197,39.7,2021-07-29 19:11:31.151000+00:00,2
1627586974935,"145 km SE of Chignik, Alaska",reviewed,0,211,earthquake,3.7, Alaska,-157.0369,55.2393,20.0,2021-07-29 19:29:34.935000+00:00,1
1627586975544,"154 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.8751,55.2096,20.5,2021-07-29 19:29:35.544000+00:00,1
1627588369848,south of Alaska,reviewed,0,168,earthquake,3.3,south of Alaska,-155.6819,55.4924,32.7,2021-07-29 19:52:49.848000+00:00,1
1627590066783,"165 km SE of Chignik, Alaska",reviewed,0,188,earthquake,3.5, Alaska,-156.3087,55.3828,5.5,2021-07-29 20:21:06.783000+00:00,1
1627590186255,"91 km SSE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-157.7953,55.5432,10.7,2021-07-29 20:23:06.255000+00:00,1
1627590307040,"163 km SE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.7443,55.1593,20.0,2021-07-29 20:25:07.040000+00:00,1
1627590364493,"43 km WSW of Mendi, Papua New Guinea",reviewed,0,271,earthquake,4.2, Papua New Guinea,143.2991,-6.3122,10.0,2021-07-29 20:26:04.493000+00:00,0
1627590634062,"142 km SE of Chignik, Alaska",reviewed,0,385,earthquake,5.0, Alaska,-156.8545,55.3622,28.9,2021-07-29 20:30:34.062000+00:00,0
1627590763013,"158 km SE of Chignik, Alaska",reviewed,0,449,earthquake,5.4, Alaska,-156.7591,55.2152,20.8,2021-07-29 20:32:43.013000+00:00,0
1627591322344,"136 km SE of Perryville, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-157.8532,54.9273,25.0,2021-07-29 20:42:02.344000+00:00,1
1627592155519,southern East Pacific Rise,reviewed,0,400,earthquake,5.1,southern East Pacific Rise,-111.6844,-35.0701,10.0,2021-07-29 20:55:55.519000+00:00,0
1627592404737,"128 km SSE of Perryville, Alaska",reviewed,0,340,earthquake,4.7, Alaska,-158.0184,54.9511,2.5,2021-07-29 21:00:04.737000+00:00,0
1627592692318,"35 km N of Valdez, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-146.4758,61.4433,19.7,2021-07-29 21:04:52.318000+00:00,1
1627592830878,"145 km SSE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.2099,55.1721,9.6,2021-07-29 21:07:10.878000+00:00,1
1627592873736,"161 km SE of Chignik, Alaska",reviewed,0,178,earthquake,3.4, Alaska,-156.9254,55.1105,16.8,2021-07-29 21:07:53.736000+00:00,1
1627593464187,"192 km SSW of Akhiok, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-155.7188,55.4493,40.3,2021-07-29 21:17:44.187000+00:00,1
1627594756137,"153 km SSE of Chignik, Alaska",reviewed,0,298,earthquake,4.4, Alaska,-157.0897,55.1305,23.9,2021-07-29 21:39:16.137000+00:00,0
1627594882090,"4 km NE of Yauco, Puerto Rico",reviewed,0,144,earthquake,3.06, Puerto Rico,-66.8191,18.0568,17.0,2021-07-29 21:41:22.090000+00:00,1
1627597106920,"150 km SSE of Chignik, Alaska",reviewed,0,354,earthquake,4.8, Alaska,-157.1159,55.1516,0.6,2021-07-29 22:18:26.920000+00:00,0
1627598053648,south of the Fiji Islands,reviewed,0,354,earthquake,4.8,south of the Fiji Islands,-176.0273,-26.7953,10.0,2021-07-29 22:34:13.648000+00:00,0
1627599316779,"21 km SSE of Hualien City, Taiwan",reviewed,0,340,earthquake,4.7, Taiwan,121.6497,23.7882,4.75,2021-07-29 22:55:16.779000+00:00,0
1627599359920,"153 km SE of Chignik, Alaska",reviewed,0,234,earthquake,3.9, Alaska,-156.5025,55.4282,12.7,2021-07-29 22:55:59.920000+00:00,1
1627599376251,"75 km NE of Ruby, Alaska",reviewed,0,168,earthquake,3.3, Alaska,-154.2507,65.1674,8.5,2021-07-29 22:56:16.251000+00:00,1
1627599880999,"31 km W of El Habillal, Mexico",reviewed,0,372,earthquake,4.9, Mexico,-102.6613,17.9541,17.2,2021-07-29 23:04:40.999000+00:00,0
1627601895345,"153 km SSE of Chignik, Alaska",reviewed,0,246,earthquake,4.0, Alaska,-157.0834,55.1396,16.2,2021-07-29 23:38:15.345000+00:00,1
1627602445920,"16 km ENE of Bandar-e Gen?veh, Iran",reviewed,0,312,earthquake,4.5, Iran,50.6575,29.6568,10.0,2021-07-29 23:47:25.920000+00:00,0
1627604317871,"140 km W of Copiapó, Chile",reviewed,0,271,earthquake,4.2, Chile,-71.7231,-27.1278,10.0,2021-07-30 00:18:37.871000+00:00,0
1627604518213,"169 km ESE of Chignik, Alaska",reviewed,0,148,earthquake,3.1, Alaska,-156.0101,55.5838,35.4,2021-07-30 00:21:58.213000+00:00,1
1627608393263,"197 km ESE of Chignik, Alaska",reviewed,0,271,earthquake,4.2, Alaska,-155.6996,55.3849,37.0,2021-07-30 01:26:33.263000+00:00,2
1627608987589,"149 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.5245,55.4639,23.0,2021-07-30 01:36:27.589000+00:00,1
1627613749530,"204 km SE of Chignik, Alaska",reviewed,0,199,earthquake,3.6, Alaska,-156.2753,54.9024,34.1,2021-07-30 02:55:49.530000+00:00,1
1627615187349,northern Mid-Atlantic Ridge,reviewed,0,326,earthquake,4.6,northern Mid-Atlantic Ridge,-40.7162,31.6931,10.0,2021-07-30 03:19:47.349000+00:00,0
1627615299834,Vanuatu region,reviewed,0,298,earthquake,4.4,Vanuatu region,171.668,-14.8522,10.0,2021-07-30 03:21:39.834000+00:00,0
1627616189820,"152 km SSE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-157.1355,55.1258,41.4,2021-07-30 03:36:29.820000+00:00,1
1627617135526,"140 km SE of Chignik, Alaska",reviewed,0,465,earthquake,5.5, Alaska,-156.9608,55.3344,43.4,2021-07-30 03:52:15.526000+00:00,2
1627617912738,"70 km NE of Miyako, Japan",reviewed,0,312,earthquake,4.5, Japan,142.4207,40.1664,40.48,2021-07-30 04:05:12.738000+00:00,2
1627618298352,"153 km SE of Chignik, Alaska",reviewed,0,158,earthquake,3.2, Alaska,-156.8936,55.2046,34.8,2021-07-30 04:11:38.352000+00:00,1
1627619373036,"60 km W of Sardinal, Costa Rica",reviewed,0,342,earthquake,4.7, Costa Rica,-86.1906,10.4148,10.0,2021-07-30 04:29:33.036000+00:00,0
1627619691281,"12 km SE of Alberton, South Africa",reviewed,0,319,earthquake,4.2, South Africa,28.2241,-26.3299,5.0,2021-07-30 04:34:51.281000+00:00,0
1627619821749,"53 km W of Sardinal, Costa Rica",reviewed,0,272,earthquake,4.2, Costa Rica,-86.1285,10.4384,10.0,2021-07-30 04:37:01.749000+00:00,0
